,Name,Age,Overall,Potential,Special,Nationality,Club
67,Javi Martinez,26,84,84,1967,Spain,FC Bayern München
68,C. Marchisio,29,84,84,2216,Italy,Juventus
69,Naldo,32,84,84,2002,Brazil,VfL Wolfsburg
70,B. Matuidi,28,84,84,2161,France,Paris Saint-Germain
71,L. Koscielny,29,84,84,1868,France,Arsenal
72,S. Handanovič,30,84,84,1258,Slovenia,Inter
73,J. Hart,28,84,84,1353,England,Manchester City
74,Dani Alves,32,84,84,2196,Brazil,FC Barcelona
75,Pepe,32,84,84,1860,Portugal,Real Madrid
76,Xabi Alonso,33,84,84,2082,Spain,FC Bayern München
77,J. Terry,34,84,84,1741,England,Chelsea
78,G. Buffon,37,84,84,1278,Italy,Juventus
79,A. Laporte,21,83,87,1812,France,Athletic Club de Bilbao
80,Koke,23,83,87,2090,Spain,Atlético Madrid
81,A. Lacazette,24,83,87,2069,France,Olympique Lyonnais
82,K. Manolas,24,83,86,1642,Greece,Roma
83,B. Leno,23,83,88,1253,Germany,Bayer 04 Leverkusen
84,N. Matić,26,83,83,2141,Serbia,Chelsea
85,Douglas Costa,24,83,85,2101,Brazil,FC Bayern München
86,C. Eriksen,23,83,87,2000,Denmark,Tottenham Hotspur
87,C. Smalling,25,83,85,1828,England,Manchester United
88,Thiago,24,83,87,2139,Spain,FC Bayern München
89,Pedro,27,83,83,1982,Spain,Chelsea
90,Luiz Gustavo,27,83,83,2030,Brazil,VfL Wolfsburg
91,S. Giovinco,28,83,83,1969,Italy,Toronto FC
92,L. Bonucci,28,83,83,1944,Italy,Juventus
93,N. Gaitán,27,83,83,2047,Argentina,SL Benfica
94,Willian,26,83,83,2042,Brazil,Chelsea
95,David Luiz,28,83,83,2117,Brazil,Paris Saint-Germain
96,B. Höwedes,27,83,83,1876,Germany,FC Schalke 04
97,R. Fährmann,26,83,84,1185,Germany,FC Schalke 04
98,R. Nainggolan,27,83,83,2262,Belgium,Roma
99,Juan Mata,27,83,83,2004,Spain,Manchester United
100,M. Benatia,28,83,83,1748,Morocco,FC Bayern München
101,D. Payet,28,83,83,2080,France,West Ham United
102,Jonas,31,83,83,2032,Brazil,SL Benfica
103,Marcelo,27,83,83,2184,Brazil,Real Madrid
104,C. Bravo,32,83,83,1416,Chile,FC Barcelona
105,Sokratis,27,83,83,1902,Greece,Borussia Dortmund
106,D. Sturridge,25,83,84,1929,England,Liverpool
107,E. Garay,28,83,83,1947,Argentina,Zenit St. Petersburg
108,S. Ruffier,28,83,83,1268,France,AS Saint-Étienne
109,S. Mandanda,30,83,83,1201,France,Olympique de Marseille
110,João Moutinho,28,83,83,2233,Portugal,AS Monaco
111,A. Turan,28,83,83,2181,Turkey,FC Barcelona
112,J. Mascherano,31,83,83,2036,Argentina,FC Barcelona
113,P. Mertesacker,30,83,83,1603,Germany,Arsenal
114,Claudio Coíntra,27,82,82,1979,Brazil,Fluminense
115,C. Bacca,28,82,82,1906,Colombia,Milan
116,Carvajal,23,82,85,2035,Spain,Real Madrid
117,K. Bellarabi,25,82,84,1961,Germany,Bayer 04 Leverkusen
118,J. Draxler,21,82,85,2002,Germany,VfL Wolfsburg
119,H. Kane,21,82,88,2018,England,Tottenham Hotspur
120,Roberto Firmino,23,82,86,2038,Brazil,Liverpool
121,R. Varane,22,82,89,1853,France,Real Madrid
122,R. Varane,22,82,89,1853,France,Real Madrid
123,Y. Konoplyanka,25,82,84,2002,Ukraine,Sevilla FC
124,J. Oblak,22,82,86,1276,Slovenia,Atlético Madrid
125,Nolito,28,82,82,2024,Spain,RC Celta
126,G. Xhaka,22,82,86,2006,Switzerland,Borussia Mönchengladbach
127,A. Lopes,24,82,86,1342,Portugal,Olympique Lyonnais
128,L. Insigne,24,82,86,1912,Italy,Napoli
129,G. Krychowiak,25,82,84,2026,Poland,Sevilla FC
130,R. Rodriguez,22,82,86,2242,Switzerland,VfL Wolfsburg
131,K. Navas,28,82,82,1303,Costa Rica,Real Madrid
132,R. Lukaku,22,82,88,1938,Belgium,Everton
133,M. ter Stegen,23,82,87,1262,Germany,FC Barcelona
134,S. Mustafi,23,82,87,1934,Germany,Valencia CF
135,Alex Sandro,24,82,85,2152,Brazil,Juventus
136,K. Glik,27,82,82,1592,Poland,Torino
137,Parejo,26,82,83,2107,Spain,Valencia CF
138,S. Kagawa,26,82,83,1898,Japan,Borussia Dortmund
139,K. Trapp,24,82,84,1198,Germany,Paris Saint-Germain
140,Oscar,23,82,86,1970,Brazil,Chelsea
141,A. Ramsey,24,82,85,2133,Wales,Arsenal
142,Azpilicueta,25,82,83,2082,Spain,Chelsea
143,Y. Brahimi,25,82,84,1998,Algeria,FC Porto
144,T. Alderweireld,26,82,83,2021,Belgium,Tottenham Hotspur
145,F. Muslera,29,82,82,1379,Uruguay,Galatasaray SK
146,M. Mandžukić,29,82,82,1947,Croatia,Juventus
147,O. Giroud,28,82,82,1957,France,Arsenal
148,J. Hernández,27,82,82,1946,Mexico,Bayer 04 Leverkusen
149,Y. Sommer,26,82,83,1301,Switzerland,Borussia Mönchengladbach
150,S. Bender,26,82,83,1945,Germany,Borussia Dortmund
151,L. Bender,26,82,83,2052,Germany,Bayer 04 Leverkusen
152,M. Schneiderlin,25,82,84,2063,France,Manchester United
153,J. Vertonghen,28,82,82,2072,Belgium,Tottenham Hotspur
154,A. Begović,28,82,82,1239,Bosnia Herzegovina,Chelsea
155,M. Hamšik,27,82,82,2118,Slovakia,Napoli
156,S. Sirigu,28,82,82,1212,Italy,Paris Saint-Germain
157,Falcao,29,82,82,1987,Colombia,Chelsea
158,Diego Alves,30,82,82,1394,Brazil,Valencia CF
159,S. Nasri,28,82,82,1938,France,Manchester City
160,G. Cahill,29,82,82,1853,England,Chelsea
161,Filipe Luís,29,82,82,2116,Brazil,Atlético Madrid
162,L. Diarra,30,82,82,2041,France,Olympique de Marseille
163,L. Baines,30,82,82,2244,England,Everton
164,Borja Valero,30,82,82,2095,Spain,Fiorentina
165,H. Ben Arfa,28,82,82,2083,France,OGC Nice
166,L. Perrin,29,82,82,2058,France,AS Saint-Étienne
167,P. Zabaleta,30,82,82,2092,Argentina,Manchester City
168,W. Sneijder,31,82,82,1985,Netherlands,Galatasaray SK
169,Nani,28,82,82,1973,Portugal,Fenerbahçe SK
170,J. Mathieu,31,82,82,2026,France,FC Barcelona
171,J. Toulalan,31,82,82,1951,France,AS Monaco
172,S. Lichtsteiner,31,82,82,2090,Switzerland,Juventus
173,Aduriz,34,82,82,1993,Spain,Athletic Club de Bilbao
174,D. De Rossi,31,82,82,2123,Italy,Roma
175,T. Motta,32,82,82,2050,Italy,Paris Saint-Germain
176,Júlio César,35,82,82,1286,Brazil,SL Benfica
177,Danny,31,82,82,1985,Portugal,Zenit St. Petersburg
178,Casillas,34,82,82,1316,Spain,FC Porto
179,Ronaldo Cabrais,27,81,81,2055,Brazil,Fluminense
180,Louri Beretta,27,81,81,1903,Brazil,Palmeiras
181,J. Giménez,20,81,87,1757,Uruguay,Atlético Madrid
182,P. Dybala,21,81,87,1999,Argentina,Juventus
183,P. Dybala,21,81,87,1999,Argentina,Juventus
184,D. Berardi,20,81,86,1981,Italy,Sassuolo
185,Marquinhos,21,81,87,1861,Brazil,Paris Saint-Germain
186,William Carvalho,23,81,86,1957,Portugal,Sporting CP
187,S. Savić,24,81,85,1712,Montenegro,Atlético Madrid
188,R. Mahrez,24,81,85,1928,Algeria,Leicester City
189,R. Sterling,20,81,87,1954,England,Manchester City
190,Lucas,22,81,84,2036,Brazil,Paris Saint-Germain
191,T. Horn,22,81,87,1252,Germany,1. FC Köln
192,J. Cillessen,26,81,82,1291,Netherlands,Ajax
193,Vitolo,25,81,83,1919,Spain,Sevilla FC
194,S. de Vrij,23,81,87,1765,Netherlands,Lazio
195,P. Herrmann,24,81,84,1952,Germany,Borussia Mönchengladbach
196,A. Abdennour,25,81,82,1921,Tunisia,Valencia CF
197,M. Perin,22,81,86,1239,Italy,Genoa
198,S. Aurier,22,81,86,2136,Ivory Coast,Paris Saint-Germain
199,J. Matip,23,81,83,1890,Cameroon,FC Schalke 04
200,G. Medel,27,81,81,2035,Chile,Inter
201,J. Cuadrado,27,81,81,2050,Colombia,Juventus
202,D. Subašić,30,81,81,1290,Croatia,AS Monaco
203,Ander Herrera,25,81,82,2129,Spain,Manchester United
204,Iturraspe,26,81,82,1987,Spain,Athletic Club de Bilbao
205,Iborra,27,81,81,2075,Spain,Sevilla FC
206,J. Wilshere,23,81,84,2131,England,Arsenal
207,M. Musacchio,24,81,83,1901,Argentina,Villarreal CF
208,O. Toprak,25,81,82,1852,Turkey,Bayer 04 Leverkusen
209,José Callejón,28,81,81,1957,Spain,Napoli
210,S. Feghouli,25,81,83,1944,Algeria,Valencia CF
211,M. Darmian,25,81,83,2014,Italy,Manchester United
212,Bruno,31,81,81,2073,Spain,Villarreal CF
213,M. Kruse,27,81,81,2026,Germany,VfL Wolfsburg
214,M. Sakho,25,81,82,1743,France,Liverpool
215,I. Perišić,26,81,82,2046,Croatia,Inter
216,S. Coleman,26,81,82,2087,Republic of Ireland,Everton
217,S. Khedira,28,81,81,2115,Germany,Juventus
218,Sergio Asenjo,26,81,82,1328,Spain,Villarreal CF
219,E. Banega,27,81,81,2089,Argentina,Sevilla FC
220,Rui Patrício,27,81,81,1290,Portugal,Sporting CP
221,B. Trémoulinas,29,81,81,2147,France,Sevilla FC
222,A. Witsel,26,81,82,2143,Belgium,Zenit St. Petersburg
223,D. Mertens,28,81,81,1993,Belgium,Napoli
224,A. Candreva,28,81,81,2062,Italy,Lazio
225,A. Guardado,28,81,81,2131,Mexico,PSV
226,José Fonte,31,81,81,1696,Portugal,Southampton
227,Raúl García,28,81,81,2174,Spain,Athletic Club de Bilbao
228,N. Şahin,26,81,81,2057,Turkey,Borussia Dortmund
229,C. Vela,26,81,82,1951,Mexico,Real Sociedad
230,G. Castro,28,81,81,2159,Germany,Borussia Dortmund
231,M. Škrtel,30,81,81,1686,Slovakia,Liverpool
232,T. Walcott,26,81,81,1996,England,Arsenal
233,A. Williams,30,81,81,1779,Wales,Swansea City
234,J. Ménez,28,81,81,1902,France,Milan
235,L. Biglia,29,81,81,2112,Argentina,Lazio
236,B. Costil,27,81,81,1172,France,Stade Rennais FC
237,Raúl Albiol,29,81,81,1745,Spain,Napoli
238,A. Gignac,29,81,81,1976,France,Tigres U.A.N.L.
239,M. Gómez,29,81,81,1839,Germany,Beşiktaş JK
240,K. Huntelaar,31,81,81,1865,Netherlands,FC Schalke 04
241,Gabi,31,81,81,2109,Spain,Atlético Madrid
242,Juanfran,30,81,81,2077,Spain,Atlético Madrid
243,Negredo,29,81,81,1958,Spain,Valencia CF
244,Negredo,29,81,81,1958,Spain,Valencia CF
245,Raffael,30,81,81,2047,Brazil,Borussia Mönchengladbach
246,G. Rodríguez,31,81,81,1855,Argentina,Fiorentina
247,V. Enyeama,32,81,81,1428,Nigeria,LOSC Lille
248,Kaká,33,81,81,1879,Brazil,Orlando City SC
249,David Villa,33,81,81,1989,Spain,New York City FC
250,Victor Valdés,33,81,81,1260,Spain,Manchester United
251,P. Jagielka,32,81,81,1980,England,Everton
252,P. Evra,34,81,81,2045,France,Juventus
253,José Reina,32,81,81,1290,Spain,Napoli
254,S. Gerrard,35,81,81,2159,England,LA Galaxy
255,R. van Persie,31,81,81,1945,Netherlands,Fenerbahçe SK
256,A. Pirlo,36,81,81,1846,Italy,New York City FC
257,Gabri Prestão,27,80,80,1160,Brazil,Fluminense
258,Arthur Silbeira,27,80,80,1878,Brazil,Cruzeiro
259,E. Bailly,21,80,88,1816,Ivory Coast,Villarreal CF
260,I. Slimani,27,80,80,1990,Algeria,Sporting CP
261,N. Maksimović,23,80,85,1612,Serbia,Torino
262,Aderllan Santos,26,80,81,1754,Brazil,Valencia CF
263,João Mário,22,80,86,2089,Portugal,Sporting CP
264,Gayà,20,80,85,2092,Spain,Valencia CF
265,André Gomes,21,80,87,2086,Portugal,Valencia CF
266,Bruno Peres,25,80,82,2132,Brazil,Torino
267,M. Salah,23,80,85,1984,Egypt,Roma
268,Q. Promes,23,80,86,1987,Netherlands,Spartak Moscow
269,Y. Carrasco,21,80,85,1955,Belgium,Atlético Madrid
270,F. Vázquez,26,80,80,1966,Italy,Palermo
271,Manu Trigueros,23,80,85,2120,Spain,Villarreal CF
272,O. Shatov,24,80,82,2010,Russia,Zenit St. Petersburg
273,S. Umtiti,21,80,85,2088,France,Olympique Lyonnais
274,Iñigo Martínez,24,80,84,1959,Spain,Real Sociedad
275,L. Karius,22,80,85,1208,Germany,1. FSV Mainz 05
276,Jesé,22,80,87,1846,Spain,Real Madrid
277,Deulofeu,21,80,87,1894,Spain,Everton
278,L. Kurzawa,22,80,86,2139,France,Paris Saint-Germain
279,M. Icardi,22,80,85,1821,Argentina,Inter
280,Morata,22,80,85,1874,Spain,Juventus
281,K. Koulibaly,24,80,83,1599,Senegal,Napoli
282,Danilo Pereira,23,80,84,2040,Portugal,FC Porto
283,J. Iličić,27,80,80,1952,Slovenia,Fiorentina
284,K. Volland,22,80,85,2064,Germany,TSG 1899 Hoffenheim
285,Paco Alcácer,21,80,86,1898,Spain,Valencia CF
286,Allan,24,80,82,2103,Brazil,Napoli
287,André André,25,80,81,2141,Portugal,FC Porto
288,Danilo,23,80,84,2216,Brazil,Real Madrid
289,R. Barkley,21,80,88,1992,England,Everton
290,C. Bakambu,24,80,84,1986,DR Congo,Villarreal CF
291,Marc Bartra,24,80,83,1886,Spain,FC Barcelona
292,O. Özyakup,22,80,86,2144,Turkey,Beşiktaş JK
293,P. Jones,23,80,84,1893,England,Manchester United
294,Víctor Ruíz,26,80,81,1841,Spain,Villarreal CF
295,X. Shaqiri,23,80,84,2117,Switzerland,Stoke City
296,M. Gonalons,26,80,81,2048,France,Olympique Lyonnais
297,A. Aréola,22,80,88,1276,France,Villarreal CF
298,R. Pereyra,24,80,83,2153,Argentina,Juventus
299,Mario Gaspar,24,80,84,2098,Spain,Villarreal CF
300,H. Badstuber,26,80,80,1875,Germany,FC Bayern München
301,M. Baša,32,80,80,1789,Montenegro,LOSC Lille
302,F. Orellana,29,80,80,1932,Chile,RC Celta
303,N. Clyne,24,80,84,2057,England,Liverpool
304,De Marcos,26,80,81,2117,Spain,Athletic Club de Bilbao
305,De Marcos,26,80,81,2117,Spain,Athletic Club de Bilbao
306,W. Bony,26,80,81,1931,Ivory Coast,Manchester City
307,K. Strootman,25,80,82,2104,Netherlands,Roma
308,Muniain,22,80,85,1953,Spain,Athletic Club de Bilbao
309,Daniel Carriço,26,80,80,1956,Portugal,Sevilla FC
310,G. Bonaventura,25,80,81,2133,Italy,Milan
311,R. Bürki,24,80,83,1251,Switzerland,Borussia Dortmund
312,N. Nkoulou,25,80,82,1915,Cameroon,Olympique de Marseille
313,Taison,27,80,80,2035,Brazil,Shakhtar Donetsk
314,J. McCarthy,24,80,83,2090,Republic of Ireland,Everton
315,Camacho,25,80,82,2042,Spain,Málaga CF
316,A. Dzyuba,26,80,80,1878,Russia,Zenit St. Petersburg
317,I. Smolnikov,26,80,80,2066,Russia,Zenit St. Petersburg
318,L. Stindl,26,80,80,2125,Germany,Borussia Mönchengladbach
319,R. Zieler,26,80,81,1157,Germany,Hannover 96
320,Mikel San José,26,80,81,1901,Spain,Athletic Club de Bilbao
321,Adrien Silva,26,80,81,2083,Portugal,Sporting CP
322,C. Benteke,24,80,83,1908,Belgium,Liverpool
323,Roberto,29,80,80,1297,Spain,Olympiacos CFP
324,M. Parolo,30,80,80,2151,Italy,Lazio
325,A. Chedjou,30,80,80,2020,Cameroon,Galatasaray SK
326,M. Cáceres,28,80,80,1970,Uruguay,Juventus
327,S. Jovetić,25,80,82,1985,Montenegro,Inter
328,V. Ćorluka,29,80,80,1891,Croatia,Lokomotiv Moscow
329,G. Wijnaldum,24,80,84,2093,Netherlands,Newcastle United
330,E. Džeko,29,80,80,1829,Bosnia Herzegovina,Roma
331,A. Lallana,27,80,80,2006,England,Liverpool
332,Hernanes,30,80,80,2021,Brazil,Juventus
333,Alexandre Pato,25,80,81,1937,Brazil,Chelsea
334,S. Kjær,26,80,81,1803,Denmark,Fenerbahçe SK
335,L. Rémy,28,80,80,1952,France,Chelsea
336,B. Ivanović,31,80,80,2000,Serbia,Chelsea
337,Kiko Casilla,28,80,80,1288,Spain,Real Madrid
338,Nacho Monreal,29,80,80,2023,Spain,Arsenal
339,Beñat,28,80,80,2127,Spain,Athletic Club de Bilbao
340,Vieirinha,29,80,80,2117,Portugal,VfL Wolfsburg
341,M. Valbuena,30,80,80,1937,France,Olympique Lyonnais
342,Bojan,24,80,82,1843,Spain,Stoke City
343,W. Reid,26,80,80,1783,New Zealand,West Ham United
344,L. Piszczek,30,80,80,2113,Poland,Borussia Dortmund
345,Coke,28,80,80,2036,Spain,Sevilla FC
346,K. Mirallas,27,80,80,2062,Belgium,Everton
347,Fábio Coentrão,27,80,80,2121,Portugal,AS Monaco
349,E. Lamela,23,80,84,2051,Argentina,Tottenham Hotspur
350,R. Shawcross,27,80,80,1710,England,Stoke City
351,Jardel,29,80,80,1691,Brazil,SL Benfica
352,E. Viviano,29,80,80,1159,Italy,Sampdoria
353,Y. Cabaye,29,80,80,2193,France,Crystal Palace
354,A. Consigli,28,80,80,1178,Italy,Sassuolo
355,B. Sagna,32,80,80,2022,France,Manchester City
356,M. Dembélé,27,80,80,2148,Belgium,Tottenham Hotspur
357,Llorente,30,80,80,1676,Spain,Sevilla FC
358,Javi García,28,80,80,2096,Spain,Zenit St. Petersburg
359,Dante,31,80,80,1880,Brazil,VfL Wolfsburg
361,T. Vermaelen,29,80,80,2017,Belgium,FC Barcelona
362,R. Eremenko,28,80,80,2091,Finland,PFC CSKA Moscow
363,Jesús Navas,29,80,80,1887,Spain,Manchester City
364,Javi Fuego,31,80,80,2016,Spain,Valencia CF
365,J. Sosa,30,80,80,2123,Argentina,Beşiktaş JK
366,J. Sosa,30,80,80,2123,Argentina,Beşiktaş JK
367,A. Pyatov,31,80,80,1208,Ukraine,Shakhtar Donetsk
368,D. Srna,33,80,80,2210,Croatia,Shakhtar Donetsk
369,A. D'Alessandro,34,80,80,1981,Argentina,River Plate
370,J. Milner,29,80,80,2137,England,Liverpool
371,M. Vorm,31,80,80,1326,Netherlands,Tottenham Hotspur
373,Fernandinho,30,80,80,2162,Brazil,Manchester City
374,R. Adler,30,80,80,1177,Germany,Hamburger SV
375,C. Carrasso,33,80,80,1176,France,FC Girondins de Bordeaux
376,D. Benaglio,31,80,80,1198,Switzerland,VfL Wolfsburg
377,Moyá,31,80,80,1185,Spain,Atlético Madrid
378,D. Drogba,37,80,80,1970,Ivory Coast,Montreal Impact
379,D. Berbatov,34,80,80,1856,Bulgaria,PAOK
380,M. Carrick,33,80,80,2022,England,Manchester United
381,Quaresma,31,80,80,1948,Portugal,Beşiktaş JK
382,S. Eto'o,34,80,80,2030,Cameroon,Antalyaspor
383,Tiago,34,80,80,2034,Portugal,Atlético Madrid
384,Adilson Edrada,27,79,79,1880,Brazil,Atlético Mineiro
385,Laure Santeiro,27,79,79,1751,Brazil,Grêmio
386,Bernardo Silva,20,79,86,1938,Portugal,AS Monaco
387,N. Fekir,21,79,85,2038,France,Olympique Lyonnais
388,N. Kanté,24,79,83,2116,France,Leicester City
389,G. Rulli,23,79,85,1253,Argentina,Real Sociedad
391,N. Süle,19,79,86,1560,Germany,TSG 1899 Hoffenheim
392,M. Meyer,19,79,87,1857,Germany,FC Schalke 04
393,Paulo Oliveira,23,79,83,1714,Portugal,Sporting CP
394,J. Vardy,28,79,79,2051,England,Leicester City
395,F. Kostić,22,79,84,1973,Serbia,VfB Stuttgart
396,Saúl,20,79,88,2063,Spain,Atlético Madrid
397,H. Çalhanoğlu,21,79,84,2005,Turkey,Bayer 04 Leverkusen
398,D. Cheryshev,24,79,83,2039,Russia,Valencia CF
399,Jorginho,23,79,83,2112,Italy,Napoli
400,M. Nastasić,22,79,84,1702,Serbia,FC Schalke 04
401,Denis Suarez,21,79,86,1945,Spain,Villarreal CF
402,Bernat,22,79,83,2091,Spain,FC Bayern München
403,M. Batshuayi,21,79,84,1856,Belgium,Olympique de Marseille
404,K. Zouma,20,79,88,1877,France,Chelsea
405,A. Florenzi,24,79,82,2251,Italy,Roma
406,D. Klaassen,22,79,85,2083,Netherlands,Ajax
407,A. Carrillo,24,79,83,1964,Peru,Sporting CP
408,J. Butland,22,79,87,1268,England,Stoke City
409,S. Zaza,24,79,83,1909,Italy,Juventus
410,M. Depay,21,79,86,1995,Netherlands,Manchester United
411,Aleix Vidal,25,79,80,2079,Spain,FC Barcelona
412,J. Geis,21,79,84,2189,Germany,FC Schalke 04
413,Felipe Anderson,22,79,84,1864,Brazil,Lazio
414,P. Ntep,22,79,84,1932,France,Stade Rennais FC
415,Rafinha,22,79,84,2051,Brazil,FC Barcelona
416,J. Murillo,23,79,83,1848,Colombia,Inter
417,S. Rode,24,79,81,2065,Germany,FC Bayern München
418,Casemiro,23,79,83,2077,Brazil,Real Madrid
419,F. Acerbi,26,79,79,1742,Italy,Sassuolo
420,Lucas Pérez,26,79,79,1985,Spain,Deportivo de La Coruña
421,J. Guilavogui,24,79,81,1973,France,VfL Wolfsburg
422,Pizzi,25,79,80,2114,Portugal,SL Benfica
423,E. Pérez,29,79,79,2178,Argentina,Valencia CF
424,Y. Rakitskyi,25,79,81,2098,Ukraine,Shakhtar Donetsk
425,K. Kampl,24,79,81,2017,Slovenia,Bayer 04 Leverkusen
426,D. Lovren,25,79,80,1716,Croatia,Liverpool
427,D. Lovren,25,79,80,1716,Croatia,Liverpool
428,Neto,25,79,80,1283,Brazil,Juventus
429,D. Didavi,25,79,81,1996,Germany,VfB Stuttgart
430,Mário Fernandes,24,79,81,2039,Brazil,PFC CSKA Moscow
431,R. Cabella,25,79,81,2020,France,Olympique de Marseille
432,A. Schürrle,24,79,83,2019,Germany,VfL Wolfsburg
433,C. Immobile,25,79,81,1912,Italy,Torino
434,G. Töre,23,79,84,2023,Turkey,Beşiktaş JK
435,E. Salvio,24,79,81,2035,Argentina,SL Benfica
436,D. Blind,25,79,81,2048,Netherlands,Manchester United
437,S. El Shaarawy,22,79,85,1866,Italy,Roma
438,J. Zoet,24,79,83,1281,Netherlands,PSV
439,Illarramendi,25,79,81,2009,Spain,Real Sociedad
440,A. Ljajić,23,79,82,1931,Serbia,Inter
441,E. Mangala,24,79,82,1841,France,Manchester City
442,T. Jantschke,25,79,81,1880,Germany,Borussia Mönchengladbach
443,Canales,24,79,83,1863,Spain,Real Sociedad
444,Balenziaga,27,79,79,1988,Spain,Athletic Club de Bilbao
445,F. Coquelin,24,79,82,1984,France,Arsenal
446,S. Rondón,25,79,80,1794,Venezuela,West Bromwich Albion
447,Jonathas,26,79,80,1823,Brazil,Real Sociedad
448,B. Dost,26,79,80,1688,Netherlands,VfL Wolfsburg
449,S. Doumbia,27,79,79,2010,Ivory Coast,Newcastle United
450,K. Walker,25,79,81,2137,England,Tottenham Hotspur
451,Jefferson,26,79,79,2198,Brazil,Sporting CP
452,S. N'Zonzi,26,79,80,2021,France,Sevilla FC
453,Marlos,27,79,80,2015,Brazil,Shakhtar Donetsk
454,A. Dzagoev,25,79,81,2145,Russia,PFC CSKA Moscow
455,O. Kıvrak,27,79,79,1289,Turkey,Trabzonspor
456,K. Asamoah,26,79,80,2125,Ghana,Juventus
457,M. Balotelli,24,79,81,1858,Italy,Milan
458,D. Welbeck,24,79,83,1984,England,Arsenal
459,K. Gibbs,25,79,81,2036,England,Arsenal
460,G. Sigurðsson,25,79,80,2063,Iceland,Swansea City
461,M. Arnautović,26,79,80,2065,Austria,Stoke City
462,I. Traoré,27,79,79,1912,Guinea,Borussia Mönchengladbach
463,D. Perotti,26,79,79,1886,Argentina,Roma
