,Name,Age,Overall,Potential,Special,Nationality,Club
300,Ander Herrera,28,82,82,2188,Spain,Manchester United
301,D. Blind,28,82,82,2106,Netherlands,Ajax
302,K. Glik,30,82,82,1575,Poland,AS Monaco
303,L. de Jong,27,82,82,1968,Netherlands,PSV
304,K. Strootman,28,82,82,2126,Netherlands,Olympique de Marseille
305,K. Strootman,28,82,82,2126,Netherlands,Olympique de Marseille
306,Muniain,25,82,83,2001,Spain,Athletic Club de Bilbao
307,Pedro,30,82,82,1968,Spain,Chelsea
308,G. Bonaventura,28,82,82,2207,Italy,Milan
309,B. Dost,29,82,82,1787,Netherlands,Sporting CP
310,K. Trapp,27,82,83,1197,Germany,Eintracht Frankfurt
311,Taison,30,82,82,2066,Brazil,Shakhtar Donetsk
312,Marlos,30,82,82,2075,Ukraine,Shakhtar Donetsk
313,M. Balotelli,27,82,82,1908,Italy,Olympique de Marseille
314,A. Ramsey,27,82,82,2119,Wales,Arsenal
315,Luiz Gustavo,30,82,82,2013,Brazil,Olympique de Marseille
316,Giuliano,28,82,82,2069,Brazil,Al Nassr
317,G. Sigurðsson,28,82,82,2094,Iceland,Everton
318,S. Giovinco,31,82,82,1956,Italy,Al Hilal
319,M. Arnautović,29,82,82,2103,Austria,West Ham United
320,N. Gaitán,30,82,82,2022,Argentina,Chicago Fire
321,J. Henderson,28,82,82,2160,England,Liverpool
322,M. Parolo,33,82,82,2151,Italy,Lazio
323,V. Ćorluka,32,82,82,1898,Croatia,Lokomotiv Moscow
324,R. Fährmann,29,82,83,1168,Germany,FC Schalke 04
325,O. Giroud,31,82,82,1928,France,Chelsea
326,Juan Mata,30,82,82,1971,Spain,Manchester United
327,Adán,31,82,82,1296,Spain,Atlético Madrid
328,L. Bender,29,82,82,2039,Germany,Bayer 04 Leverkusen
329,D. Payet,31,82,82,2018,France,Olympique de Marseille
330,Jonas,34,82,82,2000,Brazil,SL Benfica
331,A. Guardado,31,82,82,2157,Mexico,Real Betis
332,E. Garay,31,82,82,1907,Argentina,Valencia CF
333,Jardel,32,82,82,1693,Brazil,SL Benfica
334,E. Viviano,32,82,82,1169,Italy,SPAL
335,L. Koscielny,32,82,82,1809,France,Arsenal
336,L. Fabiański,33,82,82,1218,Poland,West Ham United
337,A. Consigli,31,82,82,1180,Italy,Sassuolo
338,Cesc Fàbregas,31,82,82,2029,Spain,AS Monaco
339,M. Dembélé,30,82,82,2156,Belgium,Guangzhou R&F FC
340,L. Biglia,32,82,82,2104,Argentina,Milan
341,H. Herrera,28,82,82,2120,Mexico,FC Porto
342,Dani Alves,35,82,82,2205,Brazil,Paris Saint-Germain
343,Aduriz,37,82,82,1970,Spain,Athletic Club de Bilbao
344,Pepe Reina,35,82,82,1296,Spain,Milan
345,David Neres,21,81,87,1962,Brazil,Ajax
346,M. Almirón,24,81,85,1996,Paraguay,Newcastle United
347,Laure Santeiro,30,81,81,1853,Brazil,Fluminense
348,L. Bailey,20,81,89,2020,Jamaica,Bayer 04 Leverkusen
349,Nélson Semedo,24,81,86,2051,Portugal,FC Barcelona
350,M. Marega,27,81,81,1946,Mali,FC Porto
351,W. Ndidi,21,81,85,2083,Nigeria,Leicester City
352,Pablo Fornals,22,81,87,2100,Spain,Villarreal CF
353,N. Pépé,23,81,89,1965,Ivory Coast,LOSC Lille
354,S. Bergwijn,20,81,87,1994,Netherlands,PSV
355,M. Acuña,26,81,81,2281,Argentina,Sporting CP
356,Rúben Neves,21,81,87,2128,Portugal,Wolverhampton Wanderers
357,Dani Ceballos,21,81,88,2059,Spain,Real Madrid
358,V. Lindelöf,23,81,87,2015,Sweden,Manchester United
359,D. van de Beek,21,81,87,2120,Netherlands,Ajax
360,T. Bakayoko,23,81,86,1942,France,Milan
361,D. Djené,26,81,83,1834,Togo,Getafe CF
362,Morales,30,81,81,2094,Spain,Levante UD
363,M. Brozović,25,81,83,2159,Croatia,Inter
364,Williams,24,81,87,2018,Spain,Athletic Club de Bilbao
365,Dani García,28,81,82,1944,Spain,Athletic Club de Bilbao
366,Dani García,28,81,82,1944,Spain,Athletic Club de Bilbao
367,G. Rulli,26,81,86,1269,Argentina,Real Sociedad
368,A. Correa,23,81,87,2045,Argentina,Atlético Madrid
369,João Mário,25,81,84,2055,Portugal,Inter
370,Samu Castillejo,23,81,85,1969,Spain,Milan
371,Ricardo Pereira,24,81,84,2148,Portugal,Leicester City
372,A. Doucouré,25,81,84,2084,France,Watford
373,Gerard Moreno,26,81,82,1960,Spain,Villarreal CF
374,M. Ginter,24,81,83,1907,Germany,Borussia Mönchengladbach
375,F. Vázquez,29,81,81,1993,Argentina,Sevilla FC
376,A. Plea,25,81,83,2054,France,Borussia Mönchengladbach
377,L. Shaw,22,81,85,2099,England,Manchester United
378,M. Sabitzer,24,81,84,2107,Austria,RB Leipzig
379,B. Mendy,23,81,86,2036,France,Manchester City
380,C. Kramer,27,81,82,1879,Germany,Borussia Mönchengladbach
381,S. Vrsaljko,26,81,81,2067,Croatia,Inter
382,S. Zaza,27,81,82,2026,Italy,Torino
383,J. Roussillon,25,81,83,2121,France,VfL Wolfsburg
384,S. Sané,27,81,81,1838,Senegal,FC Schalke 04
385,G. Kondogbia,25,81,84,2159,Central African Rep.,Valencia CF
386,F. Ghoulam,27,81,81,2114,Algeria,Napoli
387,N. Schulz,25,81,82,1996,Germany,TSG 1899 Hoffenheim
388,L. Digne,24,81,85,2145,France,Everton
389,Vitolo,28,81,81,2008,Spain,Atlético Madrid
390,G. Xhaka,25,81,84,1993,Switzerland,Arsenal
391,J. Matip,26,81,83,1852,Cameroon,Liverpool
392,S. Verdi,25,81,81,2053,Italy,Napoli
393,D. Lovren,28,81,82,1726,Croatia,Liverpool
394,A. Areola,25,81,86,1321,France,Paris Saint-Germain
395,S. Mustafi,26,81,83,1911,Germany,Arsenal
396,S. El Shaarawy,25,81,82,1923,Italy,Roma
397,L. Stindl,29,81,81,2129,Germany,Borussia Mönchengladbach
398,C. Stuani,31,81,81,2032,Uruguay,Girona FC
399,K. Trippier,27,81,81,2156,England,Tottenham Hotspur
400,F. Muslera,32,81,81,1359,Uruguay,Galatasaray SK
401,B. Höwedes,30,81,81,1828,Germany,Lokomotiv Moscow
402,S. Kjær,29,81,81,1834,Denmark,Sevilla FC
403,Beñat,31,81,81,2099,Spain,Athletic Club de Bilbao
404,S. Bender,29,81,81,1868,Germany,Bayer 04 Leverkusen
405,L. Piszczek,33,81,81,2128,Poland,Borussia Dortmund
406,E. Lamela,26,81,81,2097,Argentina,Tottenham Hotspur
407,D. Rose,27,81,81,2113,England,Tottenham Hotspur
408,C. Vela,29,81,81,1995,Mexico,Los Angeles FC
409,Renato Augusto,30,81,81,2090,Brazil,Beijing Sinobo Guoan FC
410,S. Mandanda,33,81,81,1218,France,Olympique de Marseille
411,B. Gomis,32,81,81,1895,France,Al Hilal
412,Santi Cazorla,33,81,81,2084,Spain,Villarreal CF
413,Jesús Navas,32,81,81,2066,Spain,Sevilla FC
414,L. López,35,81,81,2078,Argentina,Racing Club
415,Nani,31,81,81,1978,Portugal,Orlando City SC
416,J. Milner,32,81,81,2129,England,Liverpool
417,David Villa,36,81,81,1979,Spain,Vissel Kobe
418,J. Mathieu,34,81,81,2052,France,Sporting CP
419,P. Čech,36,81,81,1161,Czech Republic,Arsenal
420,Joaquín,36,81,81,1958,Spain,Real Betis
421,Éder Militão,20,80,88,1979,Brazil,FC Porto
422,M. Gómez,21,80,85,1806,Uruguay,RC Celta
423,T. Ndombele,21,80,89,2096,France,Olympique Lyonnais
424,H. Aouar,20,80,90,2057,France,Olympique Lyonnais
425,Carlos Soler,21,80,87,2062,Spain,Valencia CF
426,Odriozola,22,80,86,2002,Spain,Real Madrid
427,Odriozola,22,80,86,2002,Spain,Real Madrid
428,J. Sancho,18,80,91,1851,England,Borussia Dortmund
429,Richarlison,21,80,86,2013,Brazil,Everton
430,L. Martínez,20,80,88,1915,Argentina,Inter
431,T. Alexander-Arnold,19,80,89,2073,England,Liverpool
432,Welington Dano,30,80,80,2068,Brazil,Cruzeiro
433,Everton Andrão,34,80,80,2050,Brazil,Fluminense
434,Oyarzabal,21,80,87,1949,Spain,Real Sociedad
435,André Silva,22,80,86,1959,Portugal,Sevilla FC
436,F. Balbuena,26,80,83,1664,Paraguay,West Ham United
437,M. Eggestein,21,80,85,2053,Germany,SV Werder Bremen
438,E. Bailly,24,80,85,1850,Ivory Coast,Manchester United
439,Borja Iglesias,25,80,83,1824,Spain,RCD Espanyol
440,W. Weghorst,25,80,81,1824,Netherlands,VfL Wolfsburg
441,J. Weigl,22,80,84,1924,Germany,Borussia Dortmund
442,Raúl,28,80,80,1830,Brazil,SC Braga
443,M. Caldara,24,80,86,1647,Italy,Milan
444,A. Rebić,24,80,84,2009,Croatia,Eintracht Frankfurt
445,M. Vecino,26,80,81,2052,Uruguay,Inter
446,J. Seri,26,80,81,2083,Ivory Coast,Fulham
447,K. Baldé,23,80,84,1921,Senegal,Inter
448,D. Benedetto,28,80,80,1970,Argentina,Boca Juniors
449,I. Marcone,28,80,81,1939,Argentina,Boca Juniors
450,F. Armani,31,80,80,1231,Argentina,River Plate
451,A. Christensen,22,80,87,1708,Denmark,Chelsea
452,Rony Lopes,22,80,85,1891,Portugal,AS Monaco
453,Santi Mina,22,80,85,2030,Spain,Valencia CF
454,Gayà,23,80,85,2068,Spain,Valencia CF
455,André Gomes,24,80,84,2066,Portugal,Everton
456,M. Sanson,23,80,85,2147,France,Olympique de Marseille
457,E. Hysaj,24,80,85,1927,Albania,Napoli
458,M. Halstenberg,26,80,81,2091,Germany,RB Leipzig
