,Name,Age,Overall,Potential,Special,Nationality,Club
36,J. Rodríguez,25,87,90,2136,Colombia,FC Bayern München
37,L. Insigne,26,87,88,1982,Italy,Napoli
38,M. ter Stegen,25,87,90,1285,Germany,FC Barcelona
39,Sergio Busquets,28,87,87,2045,Spain,FC Barcelona
40,Jordi Alba,28,87,87,2231,Spain,FC Barcelona
41,Coutinho,25,87,90,2074,Brazil,FC Barcelona
42,P. Aubameyang,28,87,87,2065,Gabon,Arsenal
43,J. Boateng,28,87,87,1981,Germany,FC Bayern München
44,Marcelo,29,87,87,2214,Brazil,Real Madrid
45,M. Özil,28,87,87,1920,Germany,Arsenal
46,D. Mertens,30,87,87,2050,Belgium,Napoli
47,M. Hamšík,29,87,87,2184,Slovakia,Napoli
48,Thiago Silva,32,87,87,2108,Brazil,Paris Saint-Germain
49,Piqué,30,87,87,1974,Spain,FC Barcelona
50,A. Robben,33,87,87,2071,Netherlands,FC Bayern München
51,Iniesta,33,87,87,2060,Spain,Vissel Kobe
52,Casemiro,25,86,89,2159,Brazil,Real Madrid
53,Isco,25,86,89,2119,Spain,Real Madrid
54,R. Lukaku,24,86,90,2018,Belgium,Manchester United
55,C. Immobile,27,86,86,2003,Italy,Lazio
56,Alex Sandro,26,86,87,2207,Brazil,Juventus
57,T. Müller,27,86,86,2081,Germany,FC Bayern München
58,Azpilicueta,27,86,88,2122,Spain,Chelsea
59,L. Bonucci,30,86,86,1988,Italy,Milan
60,A. Vidal,30,86,86,2253,Chile,FC Bayern München
61,A. Vidal,30,86,86,2253,Chile,FC Bayern München
62,M. Pjanić,27,86,86,2190,Bosnia Herzegovina,Juventus
63,R. Nainggolan,29,86,86,2286,Belgium,Roma
64,J. Vertonghen,30,86,86,2088,Belgium,Tottenham Hotspur
65,I. Rakitić,29,86,86,2127,Croatia,FC Barcelona
66,Filipe Luís,31,86,86,2153,Brazil,Atlético Madrid
67,L. Sané,21,85,92,2062,Germany,Manchester City
68,Ederson,23,85,89,1437,Brazil,Manchester City
70,R. Sterling,22,85,88,2014,England,Manchester City
71,Roberto Firmino,25,85,87,2163,Brazil,Liverpool
72,R. Varane,24,85,92,1882,France,Real Madrid
73,K. Koulibaly,26,85,88,1638,Senegal,Napoli
74,D. Alaba,25,85,87,2263,Austria,FC Bayern München
75,Koke,25,85,88,2146,Spain,Atlético Madrid
76,K. Navas,30,85,85,1302,Costa Rica,Real Madrid
77,K. Manolas,26,85,87,1651,Greece,Roma
78,B. Leno,25,85,88,1247,Germany,Bayer 04 Leverkusen
79,N. Otamendi,29,85,85,1931,Argentina,Manchester City
80,N. Matić,28,85,85,2146,Serbia,Manchester United
81,M. Reus,28,85,85,2140,Germany,Borussia Dortmund
82,I. Gündoğan,26,85,86,2138,Germany,Manchester City
83,T. Alderweireld,28,85,86,2040,Belgium,Tottenham Hotspur
84,I. Perišić,28,85,85,2131,Croatia,Inter
85,E. Džeko,31,85,85,1890,Bosnia Herzegovina,Roma
86,Diego Costa,28,85,85,1976,Spain,Atlético Madrid
87,M. Benatia,30,85,85,1789,Morocco,Juventus
88,Sokratis,29,85,85,1853,Greece,Borussia Dortmund
89,B. Matuidi,30,85,85,2194,France,Juventus
90,Miranda,32,85,85,1881,Brazil,Inter
91,Falcao,31,85,85,2018,Colombia,AS Monaco
92,K. Benzema,29,85,85,1953,France,Real Madrid
93,Cesc Fàbregas,30,85,85,2082,Spain,Chelsea
94,F. Ribéry,34,85,85,1949,France,FC Bayern München
95,V. Kompany,31,85,85,1913,Belgium,Manchester City
96,Fernandinho,32,85,85,2196,Brazil,Manchester City
97,Pepe,34,85,85,1831,Portugal,Beşiktaş JK
98,Z. Ibrahimović,35,85,85,2022,Sweden,LA Galaxy
99,K. Mbappé,18,84,94,2074,France,Paris Saint-Germain
100,E. Bailly,23,84,89,1890,Ivory Coast,Manchester United
101,Marco Asensio,21,84,92,2028,Spain,Real Madrid
102,Bernardo Silva,22,84,90,2024,Portugal,Manchester City
103,N. Fekir,23,84,88,2079,France,Olympique Lyonnais
104,Alisson,24,84,90,1288,Brazil,Roma
105,J. Kimmich,22,84,88,2178,Germany,FC Bayern München
106,N. Süle,21,84,90,1638,Germany,FC Bayern München
107,D. Alli,21,84,90,2126,England,Tottenham Hotspur
108,Fabinho,23,84,89,2129,Brazil,AS Monaco
109,S. Mané,25,84,85,2055,Senegal,Liverpool
110,Saúl,22,84,91,2149,Spain,Atlético Madrid
111,Marquinhos,23,84,89,1887,Brazil,Paris Saint-Germain
112,S. Umtiti,23,84,90,2125,France,FC Barcelona
113,Carvajal,25,84,87,2039,Spain,Real Madrid
114,R. Mahrez,26,84,84,1984,Algeria,Leicester City
115,V. van Dijk,25,84,86,2023,Netherlands,Liverpool
116,J. Draxler,23,84,87,2097,Germany,Paris Saint-Germain
117,Morata,24,84,88,1878,Spain,Chelsea
118,T. Horn,24,84,90,1259,Germany,1. FC Köln
119,H. Son,24,84,87,2056,Korea Republic,Tottenham Hotspur
120,A. Lopes,26,84,86,1353,Portugal,Olympique Lyonnais
121,S. de Vrij,25,84,89,1803,Netherlands,Lazio
122,S. de Vrij,25,84,89,1803,Netherlands,Lazio
123,M. Perin,24,84,89,1248,Italy,Genoa
124,A. Lacazette,26,84,85,2050,France,Arsenal
125,H. Mkhitaryan,28,84,84,2135,Armenia,Arsenal
126,Iago Aspas,29,84,84,2052,Spain,RC Celta
127,D. Subašić,32,84,84,1295,Croatia,AS Monaco
128,K. Glik,29,84,84,1606,Poland,AS Monaco
129,Douglas Costa,26,84,84,2050,Brazil,Juventus
130,Parejo,28,84,84,2123,Spain,Valencia CF
131,K. Walker,27,84,84,2180,England,Manchester City
132,W. Szczęsny,27,84,86,1262,Poland,Juventus
133,Y. Brahimi,27,84,84,1990,Algeria,FC Porto
134,A. Di María,29,84,84,2097,Argentina,Paris Saint-Germain
135,Willian,28,84,84,2061,Brazil,Chelsea
136,David Luiz,30,84,84,2115,Brazil,Chelsea
137,S. Khedira,30,84,84,2155,Germany,Juventus
138,Sergio Asenjo,28,84,85,1338,Spain,Villarreal CF
139,Javi Martínez,28,84,84,1993,Spain,FC Bayern München
140,D. Payet,30,84,84,2035,France,Olympique de Marseille
141,Jonas,33,84,84,2018,Brazil,SL Benfica
142,C. Marchisio,31,84,84,2179,Italy,Juventus
143,Naldo,34,84,84,1966,Brazil,FC Schalke 04
144,S. Ruffier,30,84,84,1252,France,AS Saint-Étienne
145,M. Dembélé,29,84,84,2205,Belgium,Tottenham Hotspur
146,A. Gómez,29,84,84,2026,Argentina,Atalanta
147,A. Barzagli,36,84,84,1737,Italy,Juventus
148,Aduriz,36,84,84,2010,Spain,Athletic Club de Bilbao
149,P. Čech,35,84,84,1181,Czech Republic,Arsenal
150,O. Dembélé,20,83,92,1969,France,FC Barcelona
151,Gabriel Jesus,20,83,92,2007,Brazil,Manchester City
152,S. Milinković-Savić,22,83,89,2154,Serbia,Lazio
153,N. Keïta,22,83,88,2044,Guinea,RB Leipzig
154,J. Giménez,22,83,87,1758,Uruguay,Atlético Madrid
155,T. Lemar,21,83,89,2178,France,AS Monaco
156,A. Laporte,23,83,88,1910,France,Manchester City
157,T. Werner,21,83,87,1925,Germany,RB Leipzig
158,A. Martial,21,83,90,2072,France,Manchester United
159,L. Goretzka,22,83,88,2218,Germany,FC Schalke 04
160,Q. Promes,25,83,84,2021,Netherlands,Spartak Moscow
161,William Carvalho,25,83,86,1967,Portugal,Sporting CP
162,F. Thauvin,24,83,86,2020,France,Olympique de Marseille
163,Danilo Pereira,25,83,86,2029,Portugal,FC Porto
164,Vitolo,27,83,83,1983,Spain,Atlético Madrid
165,Pizzi,27,83,83,2182,Portugal,SL Benfica
166,O. Baumann,27,83,84,1217,Germany,TSG 1899 Hoffenheim
167,J. Cuadrado,29,83,83,2144,Colombia,Juventus
168,M. Götze,25,83,87,2064,Germany,Borussia Dortmund
169,S. Mustafi,25,83,85,1940,Germany,Arsenal
170,Ander Herrera,27,83,83,2212,Spain,Manchester United
171,J. Pastore,28,83,83,2064,Argentina,Paris Saint-Germain
172,L. Hrádecký,27,83,83,1130,Finland,Eintracht Frankfurt
173,K. Strootman,27,83,83,2142,Netherlands,Roma
174,Pedro,29,83,83,1989,Spain,Chelsea
175,S. Kagawa,28,83,83,1891,Japan,Borussia Dortmund
176,B. Dost,28,83,83,1816,Netherlands,Sporting CP
177,Paulinho,28,83,83,2226,Brazil,FC Barcelona
178,S. N'Zonzi,28,83,83,2032,France,Sevilla FC
179,M. Balotelli,26,83,83,1920,Italy,OGC Nice
180,A. Ramsey,26,83,84,2118,Wales,Arsenal
181,José Callejón,30,83,83,1987,Spain,Napoli
182,Giuliano,27,83,84,2066,Brazil,Fenerbahçe SK
183,Giuliano,27,83,84,2066,Brazil,Fenerbahçe SK
184,M. Mandžukić,31,83,83,2104,Croatia,Juventus
185,F. Fazio,30,83,83,1633,Argentina,Roma
186,B. Höwedes,29,83,83,1862,Germany,Juventus
187,R. Fährmann,28,83,84,1181,Germany,FC Schalke 04
188,E. Banega,29,83,83,2103,Argentina,Sevilla FC
189,Juan Mata,29,83,83,1991,Spain,Manchester United
190,Rui Patrício,29,83,83,1350,Portugal,Sporting CP
191,L. Bender,28,83,83,2042,Germany,Bayer 04 Leverkusen
192,L. Piszczek,32,83,83,2144,Poland,Borussia Dortmund
193,E. Garay,30,83,83,1954,Argentina,Valencia CF
194,E. Viviano,31,83,83,1170,Italy,Sampdoria
195,A. Valencia,31,83,83,2192,Ecuador,Manchester United
196,L. Koscielny,31,83,83,1854,France,Arsenal
197,Raúl Albiol,31,83,83,1751,Spain,Napoli
198,Dani Alves,34,83,83,2204,Brazil,Paris Saint-Germain
199,R. Jarstein,32,83,83,1190,Norway,Hertha BSC
200,D. De Rossi,33,83,83,2101,Italy,Roma
201,Pepe Reina,34,83,83,1291,Spain,Napoli
202,Quaresma,33,83,83,1945,Portugal,Beşiktaş JK
203,G. Donnarumma,18,82,93,1266,Italy,Milan
204,L. Bailey,19,82,89,1982,Jamaica,Bayer 04 Leverkusen
205,Gelson Martins,22,82,88,2014,Portugal,Sporting CP
206,Malcom,20,82,90,1972,Brazil,FC Girondins de Bordeaux
207,D. Sánchez,21,82,88,1805,Colombia,Tottenham Hotspur
208,C. Tolisso,22,82,89,2199,France,FC Bayern München
209,J. Seri,25,82,82,2179,Ivory Coast,OGC Nice
210,G. Rulli,25,82,87,1288,Argentina,Real Sociedad
211,A. Christensen,21,82,90,1740,Denmark,Chelsea
212,K. Coman,21,82,87,1892,France,FC Bayern München
213,J. Tah,21,82,88,1653,Germany,Bayer 04 Leverkusen
214,Alex Telles,24,82,86,2225,Brazil,FC Porto
215,F. Bernardeschi,23,82,88,1995,Italy,Juventus
216,Bruno Fernandes,22,82,87,2210,Portugal,Sporting CP
217,J. Brandt,21,82,88,1881,Germany,Bayer 04 Leverkusen
218,André Gomes,23,82,88,2087,Portugal,FC Barcelona
219,A. Rabiot,22,82,86,2149,France,Paris Saint-Germain
220,J. Vardy,30,82,82,2077,England,Leicester City
221,Lucas Vázquez,26,82,83,2042,Spain,Real Madrid
222,A. Belotti,23,82,87,1930,Italy,Torino
223,E. Forsberg,25,82,84,1934,Sweden,RB Leipzig
224,Felipe,28,82,82,1793,Brazil,FC Porto
225,C. Bacca,30,82,82,1886,Colombia,Villarreal CF
226,M. Kovačić,23,82,88,2079,Croatia,Real Madrid
227,Kepa,22,82,87,1222,Spain,Athletic Club de Bilbao
228,Manu Trigueros,25,82,85,2134,Spain,Villarreal CF
229,Jorginho,25,82,85,2139,Italy,Napoli
230,S. Savić,26,82,85,1692,Montenegro,Atlético Madrid
231,Iñigo Martínez,26,82,84,1965,Spain,Athletic Club de Bilbao
232,A. Florenzi,26,82,83,2267,Italy,Roma
233,T. Hazard,24,82,85,2035,Belgium,Borussia Mönchengladbach
234,S. Zaza,26,82,83,2030,Italy,Valencia CF
235,Suso,23,82,87,1927,Spain,Milan
236,Lucas,24,82,84,2047,Brazil,Tottenham Hotspur
237,Sergi Roberto,25,82,85,2095,Spain,FC Barcelona
238,G. Xhaka,24,82,85,1987,Switzerland,Arsenal
239,W. Zaha,24,82,85,1942,Ivory Coast,Crystal Palace
240,J. Matip,25,82,84,1878,Cameroon,Liverpool
241,K. Kampl,26,82,83,2034,Slovenia,RB Leipzig
242,Willian José,25,82,85,1942,Brazil,Real Sociedad
243,I. Gueye,27,82,82,2037,Senegal,Everton
244,I. Gueye,27,82,82,2037,Senegal,Everton
245,Víctor Ruiz,28,82,83,1849,Spain,Villarreal CF
246,X. Shaqiri,25,82,83,2112,Switzerland,Stoke City
247,Marcos Alonso,26,82,83,2173,Spain,Chelsea
248,G. Bonaventura,27,82,82,2201,Italy,Milan
249,Taison,29,82,82,2054,Brazil,Shakhtar Donetsk
251,Marlos,29,82,82,2060,Ukraine,Shakhtar Donetsk
252,O. Toprak,27,82,83,1861,Turkey,Borussia Dortmund
253,Luiz Gustavo,29,82,82,2006,Brazil,Olympique de Marseille
254,Adrien Silva,28,82,82,2157,Portugal,Leicester City
255,S. Giovinco,30,82,82,1957,Italy,Toronto FC
256,Bruno,33,82,82,2022,Spain,Villarreal CF
257,M. Kruse,29,82,82,2052,Germany,SV Werder Bremen
258,L. Fejsa,28,82,82,1943,Serbia,SL Benfica
259,V. Ćorluka,31,82,82,1922,Croatia,Lokomotiv Moscow
260,G. Wijnaldum,26,82,83,2167,Netherlands,Liverpool
261,A. Lallana,29,82,82,2123,England,Liverpool
262,O. Giroud,30,82,82,1939,France,Chelsea
263,B. Ivanović,33,82,82,1986,Serbia,Zenit St. Petersburg
264,Adán,30,82,82,1280,Spain,Real Betis
265,Y. Sommer,28,82,83,1296,Switzerland,Borussia Mönchengladbach
267,K. Gameiro,30,82,82,2036,France,Atlético Madrid
268,Lucas Leiva,30,82,82,2095,Brazil,Lazio
269,G. Cahill,31,82,82,1820,England,Chelsea
270,S. Mandanda,32,82,82,1211,France,Olympique de Marseille
271,K. Schmeichel,30,82,82,1351,Denmark,Leicester City
272,A. Consigli,30,82,82,1181,Italy,Sassuolo
273,João Moutinho,30,82,82,2193,Portugal,AS Monaco
274,Borja Valero,32,82,82,2062,Spain,Inter
275,L. Biglia,31,82,82,2117,Argentina,Milan
276,Juanfran,32,82,82,2070,Spain,Atlético Madrid
277,Diego López,35,82,82,1197,Spain,RCD Espanyol
278,Casillas,36,82,82,1291,Spain,FC Porto
279,M. Škriniar,22,81,88,1727,Slovakia,Inter
280,M. Rashford,19,81,90,2057,England,Manchester United
281,Nélson Semedo,23,81,87,2039,Portugal,FC Barcelona
282,Pau López,22,81,86,1285,Spain,RCD Espanyol
283,A. Kramarić,26,81,83,1954,Croatia,TSG 1899 Hoffenheim
284,Williams,23,81,87,1966,Spain,Athletic Club de Bilbao
285,Dani García,27,81,82,1938,Spain,SD Eibar
286,K. Baldé,22,81,88,1932,Senegal,AS Monaco
287,João Mário,24,81,84,2071,Portugal,West Ham United
288,Anderson Talisca,23,81,88,2103,Brazil,Beşiktaş JK
289,D. Rugani,22,81,88,1712,Italy,Juventus
290,M. Sanson,22,81,87,2182,France,Olympique de Marseille
291,Ricardo Pereira,23,81,86,2127,Portugal,FC Porto
292,Fred,24,81,86,2179,Brazil,Shakhtar Donetsk
293,H. Ziyech,24,81,85,2038,Morocco,Ajax
294,S. Kolašinac,24,81,84,1930,Bosnia Herzegovina,Arsenal
295,J. Martínez,24,81,84,1921,Venezuela,Atlanta United
296,J. Lingard,24,81,84,2061,England,Manchester United
297,F. Vázquez,28,81,81,1968,Italy,Sevilla FC
298,Sergio Rico,23,81,86,1231,Spain,Sevilla FC
299,B. Davies,24,81,84,2040,Wales,Tottenham Hotspur
300,A. Rüdiger,24,81,85,1846,Germany,Chelsea
301,M. Nastasić,24,81,84,1777,Serbia,FC Schalke 04
302,M. Sabitzer,23,81,84,2049,Austria,RB Leipzig
303,M. Batshuayi,23,81,85,1866,Belgium,Borussia Dortmund
304,J. Butland,24,81,86,1336,England,Stoke City
305,J. Butland,24,81,86,1336,England,Stoke City
306,K. Bellarabi,27,81,81,1950,Germany,Bayer 04 Leverkusen
307,M. Depay,23,81,86,2034,Netherlands,Olympique Lyonnais
308,Deulofeu,23,81,85,1939,Spain,Watford
309,T. Meunier,25,81,84,2158,Belgium,Paris Saint-Germain
310,E. Dier,23,81,85,2057,England,Tottenham Hotspur
311,Felipe Anderson,24,81,84,2043,Brazil,Lazio
312,G. Kondogbia,24,81,85,2128,France,Valencia CF
313,Rafinha,24,81,86,2077,Brazil,Inter
314,Gabriel Paulista,26,81,83,1949,Brazil,Valencia CF
315,Nacho Fernández,27,81,83,1838,Spain,Real Madrid
316,J. Iličić,29,81,81,1950,Slovenia,Atalanta
317,K. Volland,24,81,83,2073,Germany,Bayer 04 Leverkusen
318,J. Cillessen,28,81,83,1286,Netherlands,FC Barcelona
319,Allan,26,81,82,2120,Brazil,Napoli
320,F. Acerbi,29,81,81,1818,Italy,Sassuolo
321,W. Ben Yedder,26,81,81,2012,France,Sevilla FC
322,A. Oxlade-Chamberlain,23,81,85,2091,England,Liverpool
323,Luis Alberto,24,81,86,1912,Spain,Lazio
324,Rodrigo,26,81,82,2030,Spain,Valencia CF
325,Bartra,26,81,83,2026,Spain,Real Betis
326,S. Aurier,24,81,84,2126,Ivory Coast,Tottenham Hotspur
327,S. Coates,26,81,82,1756,Uruguay,Sporting CP
328,S. Verdi,24,81,83,2019,Italy,Bologna
329,A. Yarmolenko,27,81,81,2030,Ukraine,Borussia Dortmund
330,Neto,27,81,82,1290,Brazil,Valencia CF
331,D. Didavi,27,81,81,2082,Germany,VfL Wolfsburg
332,Y. Belhanda,27,81,81,2137,Morocco,Galatasaray SK
333,G. Medel,29,81,81,2003,Chile,Beşiktaş JK
334,Mário Fernandes,26,81,81,2087,Russia,PFC CSKA Moscow
335,J. Corona,24,81,84,1969,Mexico,FC Porto
336,S. El Shaarawy,24,81,83,1882,Italy,Roma
337,Illarramendi,27,81,81,2085,Spain,Real Sociedad
338,N. Clyne,26,81,82,2049,England,Liverpool
339,C. Smalling,27,81,82,1830,England,Manchester United
340,Iborra,29,81,81,2048,Spain,Leicester City
341,J. Wilshere,25,81,83,2106,England,Arsenal
342,S. Rudy,27,81,81,2117,Germany,FC Bayern München
343,R. Bürki,26,81,84,1250,Switzerland,Borussia Dortmund
344,M. Lanzini,24,81,86,1931,Argentina,West Ham United
345,V. Wanyama,26,81,84,2090,Kenya,Tottenham Hotspur
346,R. Boudebouz,27,81,81,1993,Algeria,Real Betis
347,Camacho,27,81,82,2024,Spain,VfL Wolfsburg
348,F. Smolov,27,81,81,1972,Russia,FC Krasnodar
349,L. Stindl,28,81,81,2157,Germany,Borussia Mönchengladbach
350,A. Kolarov,31,81,81,2231,Serbia,Roma
351,G. Sigurðsson,27,81,81,2110,Iceland,Everton
352,M. Arnautović,28,81,81,2094,Austria,West Ham United
353,D. Perotti,28,81,81,1931,Argentina,Roma
354,J. Henderson,27,81,83,2176,England,Liverpool
355,M. Parolo,32,81,81,2150,Italy,Lazio
356,A. Rami,31,81,81,1776,France,Olympique de Marseille
357,F. Muslera,31,81,81,1364,Uruguay,Galatasaray SK
358,Marcelo,30,81,81,1832,Brazil,Olympique Lyonnais
359,S. Coleman,28,81,81,2067,Republic of Ireland,Everton
360,Beñat,30,81,81,2097,Spain,Athletic Club de Bilbao
361,M. Valbuena,32,81,81,1938,France,Fenerbahçe SK
362,K. Boateng,30,81,81,2188,Ghana,Eintracht Frankfurt
363,Marcano,30,81,81,1813,Spain,FC Porto
364,A. Candreva,30,81,81,2066,Italy,Inter
365,D. Criscito,30,81,81,2118,Italy,Zenit St. Petersburg
366,D. Criscito,30,81,81,2118,Italy,Zenit St. Petersburg
367,D. Astori,30,81,81,1656,Italy,Fiorentina
368,D. Wass,28,81,81,2147,Denmark,RC Celta
369,A. Guardado,30,81,81,2122,Mexico,Real Betis
370,D. Sturridge,27,81,81,1865,England,West Bromwich Albion
371,D. Rose,26,81,81,2110,England,Tottenham Hotspur
372,M. Škrtel,32,81,81,1659,Slovakia,Fenerbahçe SK
373,T. Heaton,31,81,81,1271,England,Burnley
374,L. Perrin,31,81,81,1986,France,AS Saint-Étienne
375,Manuel Fernandes,31,81,81,2159,Portugal,Lokomotiv Moscow
376,A. Gignac,31,81,81,2001,France,Tigres U.A.N.L.
377,M. Gómez,31,81,81,1820,Germany,VfB Stuttgart
378,Gabi,33,81,81,2116,Spain,Atlético Madrid
379,Raffael,32,81,81,2027,Brazil,Borussia Mönchengladbach
380,A. Turan,30,81,81,2130,Turkey,Medipol Başakşehir FK
381,Nani,30,81,81,1922,Portugal,Lazio
382,Rubén Castro,36,81,81,1900,Spain,Real Betis
383,David Villa,35,81,81,1972,Spain,New York City FC
384,J. Mathieu,33,81,81,2023,France,Sporting CP
385,S. Eto'o,36,81,81,2019,Cameroon,Atiker Konyaspor
386,J. Pavlenka,25,80,84,1048,Czech Republic,SV Werder Bremen
387,M. Almirón,23,80,84,1987,Paraguay,Atlanta United
388,O. Ndidi,20,80,86,2073,Nigeria,Leicester City
389,P. Kimpembe,21,80,88,1842,France,Paris Saint-Germain
390,Gonçalo Guedes,20,80,89,1997,Portugal,Valencia CF
391,M. Acuña,25,80,81,2176,Argentina,Sporting CP
392,J. Weigl,21,80,86,1939,Germany,Borussia Dortmund
393,Mariano,23,80,85,2017,Dominican Republic,Olympique Lyonnais
394,Raúl,27,80,80,1822,Brazil,SC Braga
395,Y. Mina,22,80,87,1781,Colombia,FC Barcelona
396,C. Lenglet,22,80,88,1747,France,Sevilla FC
397,T. Bakayoko,22,80,85,1957,France,Chelsea
398,M. Brozović,24,80,82,2099,Croatia,Inter
399,Jemerson,24,80,83,1706,Brazil,AS Monaco
400,A. Correa,22,80,86,2015,Argentina,Atlético Madrid
401,K. Demirbay,23,80,84,2056,Germany,TSG 1899 Hoffenheim
402,Bruma,22,80,85,1981,Portugal,RB Leipzig
403,E. Hysaj,23,80,84,1925,Albania,Napoli
404,Samu Castillejo,22,80,85,1923,Spain,Villarreal CF
405,A. Romagnoli,22,80,87,1698,Italy,Milan
406,P. Zieliński,23,80,87,2037,Poland,Napoli
407,Grimaldo,21,80,87,2096,Spain,SL Benfica
408,T. Partey,24,80,86,2056,Ghana,Atlético Madrid
409,R. Guerreiro,23,80,85,2177,Portugal,Borussia Dortmund
410,J. Hector,27,80,80,2055,Germany,1. FC Köln
411,E. Can,23,80,85,2144,Germany,Liverpool
412,A. Doucouré,24,80,84,2066,France,Watford
413,H. Çalhanoğlu,23,80,84,2070,Turkey,Milan
414,Gerard Moreno,25,80,83,1950,Spain,RCD Espanyol
415,M. Keane,24,80,83,1876,England,Everton
416,L. Paredes,23,80,85,2114,Argentina,Zenit St. Petersburg
417,A. Pléa,24,80,83,2061,France,OGC Nice
418,T. Stepanenko,27,80,81,2014,Ukraine,Shakhtar Donetsk
419,Leo Baptistao,24,80,83,1857,Brazil,RCD Espanyol
420,E. Višća,27,80,80,2011,Bosnia Herzegovina,Medipol Başakşehir FK
421,Bernard,24,80,83,1917,Brazil,Shakhtar Donetsk
422,Denis Suárez,23,80,87,2005,Spain,FC Barcelona
423,J. Pickford,23,80,86,1368,England,Everton
424,W. Orban,24,80,82,1661,Germany,RB Leipzig
425,Roque Mesa,28,80,80,1973,Spain,Sevilla FC
426,J. Brooks,24,80,85,1724,United States,VfL Wolfsburg
427,J. Brooks,24,80,85,1724,United States,VfL Wolfsburg
428,C. Kramer,26,80,81,1860,Germany,Borussia Mönchengladbach
429,S. Vrsaljko,25,80,83,2062,Croatia,Atlético Madrid
430,L. Karius,24,80,84,1221,Germany,Liverpool
431,Héctor Bellerín,22,80,86,1992,Spain,Arsenal
432,J. Stones,23,80,86,1819,England,Manchester City
433,D. Klaassen,24,80,83,2082,Netherlands,Everton
434,J. Vestergaard,24,80,82,1747,Denmark,Borussia Mönchengladbach
435,S. Sané,26,80,80,1831,Senegal,Hannover 96
436,M. Rojo,27,80,81,2023,Argentina,Manchester United
437,F. Ghoulam,26,80,81,2084,Algeria,Napoli
438,J. Murillo,25,80,84,1850,Colombia,Valencia CF
439,B. Lecomte,26,80,84,1104,France,Montpellier HSC
440,M. Uth,25,80,81,1915,Germany,TSG 1899 Hoffenheim
441,P. Hernández,30,80,80,2061,Chile,RC Celta
442,M. van Ginkel,24,80,82,2140,Netherlands,PSV
443,Lucas Pérez,28,80,80,2005,Spain,Deportivo de La Coruña
444,R. Barkley,23,80,83,2005,England,Chelsea
445,L. Muriel,26,80,81,1896,Colombia,Sevilla FC
446,V. Aboubakar,25,80,83,1967,Cameroon,FC Porto
447,C. Aránguiz,28,80,80,2121,Chile,Bayer 04 Leverkusen
448,Pablo Sarabia,25,80,81,1883,Spain,Sevilla FC
449,J. Guilavogui,26,80,82,1967,France,VfL Wolfsburg
450,D. Caligiuri,29,80,80,2125,Italy,FC Schalke 04
451,O. Özyakup,24,80,85,2141,Turkey,Beşiktaş JK
452,Y. Rakitskyi,27,80,82,2115,Ukraine,Shakhtar Donetsk
453,D. Lovren,27,80,82,1729,Croatia,Liverpool
454,P. Jones,25,80,81,1892,England,Manchester United
455,Hugo Mallo,26,80,83,1912,Spain,RC Celta
456,R. Rodríguez,24,80,83,2184,Switzerland,Milan
457,A. Areola,24,80,84,1270,France,Paris Saint-Germain
458,C. Tosun,26,80,82,1944,Turkey,Everton
459,K. Casteels,25,80,83,1237,Belgium,VfL Wolfsburg
460,Mario Gaspar,26,80,81,2091,Spain,Villarreal CF
