,ID,Name,Age,Photo,Nationality,Flag,Overall,Potential,Club,Club Logo,Value,Wage,Special
55,177509,M. Benatia,27,https://cdn.sofifa.org/players/4/15/177509.png,Morocco,https://cdn.sofifa.org/flags/129.png,84,86,FC Bayern München,https://cdn.sofifa.org/teams/2/light/21.png,€20.5M,€155K,1782
56,167664,G. Higuaín,26,https://cdn.sofifa.org/players/4/15/167664.png,Argentina,https://cdn.sofifa.org/flags/52.png,84,86,Napoli,https://cdn.sofifa.org/teams/2/light/48.png,€27M,€155K,1921
57,165239,S. Nasri,27,https://cdn.sofifa.org/players/4/15/165239.png,France,https://cdn.sofifa.org/flags/18.png,84,84,Manchester City,https://cdn.sofifa.org/teams/2/light/10.png,€23M,€175K,2021
58,152729,Piqué,27,https://cdn.sofifa.org/players/4/15/152729.png,Spain,https://cdn.sofifa.org/flags/45.png,84,87,FC Barcelona,https://cdn.sofifa.org/teams/2/light/241.png,€20.5M,€190K,1912
59,143745,A. Turan,27,https://cdn.sofifa.org/players/4/15/143745.png,Turkey,https://cdn.sofifa.org/flags/48.png,84,87,Atlético Madrid,https://cdn.sofifa.org/teams/2/light/240.png,€23M,€175K,2194
60,139869,W. Sneijder,30,https://cdn.sofifa.org/players/4/15/139869.png,Netherlands,https://cdn.sofifa.org/flags/34.png,84,84,Galatasaray SK,https://cdn.sofifa.org/teams/2/light/325.png,€21M,€110K,2099
61,139869,W. Sneijder,30,https://cdn.sofifa.org/players/4/15/139869.png,Netherlands,https://cdn.sofifa.org/flags/34.png,84,84,Galatasaray SK,https://cdn.sofifa.org/teams/2/light/325.png,€21M,€110K,2099
62,138956,G. Chiellini,29,https://cdn.sofifa.org/players/4/15/138956.png,Italy,https://cdn.sofifa.org/flags/27.png,84,84,Juventus,https://cdn.sofifa.org/teams/2/light/45.png,€17.5M,€145K,1812
63,5479,Casillas,33,https://cdn.sofifa.org/players/4/15/5479.png,Spain,https://cdn.sofifa.org/flags/45.png,84,84,Real Madrid,https://cdn.sofifa.org/teams/2/light/243.png,€16.5M,€135K,1398
64,199556,M. Verratti,21,https://cdn.sofifa.org/players/4/15/199556.png,Italy,https://cdn.sofifa.org/flags/27.png,83,90,Paris Saint-Germain,https://cdn.sofifa.org/teams/2/light/73.png,€13.5M,€110K,2154
65,197781,Isco,22,https://cdn.sofifa.org/players/4/15/197781.png,Spain,https://cdn.sofifa.org/flags/45.png,83,88,Real Madrid,https://cdn.sofifa.org/teams/2/light/243.png,€15M,€125K,1988
66,197445,D. Alaba,22,https://cdn.sofifa.org/players/4/15/197445.png,Austria,https://cdn.sofifa.org/flags/4.png,83,88,FC Bayern München,https://cdn.sofifa.org/teams/2/light/21.png,€11.5M,€120K,2256
67,196144,J. Martínez,27,https://cdn.sofifa.org/players/4/15/196144.png,Colombia,https://cdn.sofifa.org/flags/56.png,83,83,FC Porto,https://cdn.sofifa.org/teams/2/light/236.png,€18.5M,€125K,2063
68,192563,B. Leno,22,https://cdn.sofifa.org/players/4/15/192563.png,Germany,https://cdn.sofifa.org/flags/21.png,83,86,Bayer 04 Leverkusen,https://cdn.sofifa.org/teams/2/light/32.png,€11.5M,€80K,1412
69,192366,N. Otamendi,26,https://cdn.sofifa.org/players/4/15/192366.png,Argentina,https://cdn.sofifa.org/flags/52.png,83,86,Valencia CF,https://cdn.sofifa.org/teams/2/light/461.png,€16M,€110K,1993
70,191202,N. Matić,25,https://cdn.sofifa.org/players/4/15/191202.png,Serbia,https://cdn.sofifa.org/flags/51.png,83,86,Chelsea,https://cdn.sofifa.org/teams/2/light/5.png,€14.5M,€120K,2148
71,189505,Pedro,26,https://cdn.sofifa.org/players/4/15/189505.png,Spain,https://cdn.sofifa.org/flags/45.png,83,86,FC Barcelona,https://cdn.sofifa.org/teams/2/light/241.png,€17.5M,€165K,1979
72,189362,Hulk,27,https://cdn.sofifa.org/players/4/15/189362.png,Brazil,https://cdn.sofifa.org/flags/54.png,83,83,Zenit St. Petersburg,https://cdn.sofifa.org/teams/2/light/100769.png,€18.5M,€135K,2138
73,184144,N. Gaitán,26,https://cdn.sofifa.org/players/4/15/184144.png,Argentina,https://cdn.sofifa.org/flags/52.png,83,84,SL Benfica,https://cdn.sofifa.org/teams/2/light/234.png,€18M,€120K,2033
74,182494,F. Muslera,28,https://cdn.sofifa.org/players/4/15/182494.png,Uruguay,https://cdn.sofifa.org/flags/60.png,83,86,Galatasaray SK,https://cdn.sofifa.org/teams/2/light/325.png,€15.5M,€95K,1510
75,181783,M. Mandžukić,28,https://cdn.sofifa.org/players/4/15/181783.png,Croatia,https://cdn.sofifa.org/flags/10.png,83,83,Atlético Madrid,https://cdn.sofifa.org/teams/2/light/240.png,€17M,€165K,1972
76,180930,E. Džeko,28,https://cdn.sofifa.org/players/4/15/180930.png,Bosnia Herzegovina,https://cdn.sofifa.org/flags/8.png,83,83,Manchester City,https://cdn.sofifa.org/teams/2/light/10.png,€17M,€165K,1936
77,180206,M. Pjanić,24,https://cdn.sofifa.org/players/4/15/180206.png,Bosnia Herzegovina,https://cdn.sofifa.org/flags/8.png,83,85,Roma,https://cdn.sofifa.org/teams/2/light/52.png,€16.5M,€105K,2138
78,179944,David Luiz,27,https://cdn.sofifa.org/players/4/15/179944.png,Brazil,https://cdn.sofifa.org/flags/54.png,83,84,Paris Saint-Germain,https://cdn.sofifa.org/teams/2/light/73.png,€14.5M,€170K,2117
79,174543,C. Bravo,31,https://cdn.sofifa.org/players/4/15/174543.png,Chile,https://cdn.sofifa.org/flags/55.png,83,83,FC Barcelona,https://cdn.sofifa.org/teams/2/light/241.png,€14M,€115K,1472
80,173221,A. Candreva,27,https://cdn.sofifa.org/players/4/15/173221.png,Italy,https://cdn.sofifa.org/flags/27.png,83,85,Lazio,https://cdn.sofifa.org/teams/2/light/46.png,€18.5M,€125K,2117
81,173210,C. Marchisio,28,https://cdn.sofifa.org/players/4/15/173210.png,Italy,https://cdn.sofifa.org/flags/27.png,83,83,Juventus,https://cdn.sofifa.org/teams/2/light/45.png,€15.5M,€150K,2228
82,171919,Naldo,31,https://cdn.sofifa.org/players/4/15/171919.png,Brazil,https://cdn.sofifa.org/flags/54.png,83,83,VfL Wolfsburg,https://cdn.sofifa.org/teams/2/light/175.png,€10M,€100K,1972
83,171833,D. Sturridge,24,https://cdn.sofifa.org/players/4/15/171833.png,England,https://cdn.sofifa.org/flags/14.png,83,86,Liverpool,https://cdn.sofifa.org/teams/2/light/9.png,€18.5M,€145K,1953
84,170890,B. Matuidi,27,https://cdn.sofifa.org/players/4/15/170890.png,France,https://cdn.sofifa.org/flags/18.png,83,85,Paris Saint-Germain,https://cdn.sofifa.org/teams/2/light/73.png,€14M,€150K,2171
85,170481,E. Garay,27,https://cdn.sofifa.org/players/4/15/170481.png,Argentina,https://cdn.sofifa.org/flags/52.png,83,83,Zenit St. Petersburg,https://cdn.sofifa.org/teams/2/light/100769.png,€14.5M,€125K,1940
86,169416,C. Vela,25,https://cdn.sofifa.org/players/4/15/169416.png,Mexico,https://cdn.sofifa.org/flags/83.png,83,86,Real Sociedad,https://cdn.sofifa.org/teams/2/light/457.png,€19M,€100K,1992
87,168651,I. Rakitić,26,https://cdn.sofifa.org/players/4/15/168651.png,Croatia,https://cdn.sofifa.org/flags/10.png,83,84,FC Barcelona,https://cdn.sofifa.org/teams/2/light/241.png,€19.5M,€165K,2112
88,168609,Miranda,29,https://cdn.sofifa.org/players/4/15/168609.png,Brazil,https://cdn.sofifa.org/flags/54.png,83,83,Atlético Madrid,https://cdn.sofifa.org/teams/2/light/240.png,€12.5M,€125K,1865
89,168435,S. Sirigu,27,https://cdn.sofifa.org/players/4/15/168435.png,Italy,https://cdn.sofifa.org/flags/27.png,83,83,Paris Saint-Germain,https://cdn.sofifa.org/teams/2/light/73.png,€15M,€150K,1387
90,167628,S. Ruffier,27,https://cdn.sofifa.org/players/4/15/167628.png,France,https://cdn.sofifa.org/flags/18.png,83,84,AS Saint-Étienne,https://cdn.sofifa.org/teams/2/light/1819.png,€15M,€105K,1407
91,162835,S. Handanovič,29,https://cdn.sofifa.org/players/4/15/162835.png,Slovenia,https://cdn.sofifa.org/flags/44.png,83,83,Inter,https://cdn.sofifa.org/teams/2/light/44.png,€16M,€115K,1383
92,162347,João Moutinho,27,https://cdn.sofifa.org/players/4/15/162347.png,Portugal,https://cdn.sofifa.org/flags/38.png,83,83,AS Monaco,https://cdn.sofifa.org/teams/2/light/69.png,€16.5M,€105K,2241
93,158133,J. Farfán,29,https://cdn.sofifa.org/players/4/15/158133.png,Peru,https://cdn.sofifa.org/flags/59.png,83,83,FC Schalke 04,https://cdn.sofifa.org/teams/2/light/34.png,€14.5M,€105K,2074
94,150724,J. Hart,27,https://cdn.sofifa.org/players/4/15/150724.png,England,https://cdn.sofifa.org/flags/14.png,83,83,Manchester City,https://cdn.sofifa.org/teams/2/light/10.png,€15M,€150K,1357
95,148803,K. Huntelaar,30,https://cdn.sofifa.org/players/4/15/148803.png,Netherlands,https://cdn.sofifa.org/flags/34.png,83,83,FC Schalke 04,https://cdn.sofifa.org/teams/2/light/34.png,€15M,€115K,1897
96,146530,Dani Alves,31,https://cdn.sofifa.org/players/4/15/146530.png,Brazil,https://cdn.sofifa.org/flags/54.png,83,83,FC Barcelona,https://cdn.sofifa.org/teams/2/light/241.png,€10M,€145K,2196
97,146439,Negredo,28,https://cdn.sofifa.org/players/4/15/146439.png,Spain,https://cdn.sofifa.org/flags/45.png,83,83,Valencia CF,https://cdn.sofifa.org/teams/2/light/461.png,€17M,€135K,2010
98,142784,P. Zabaleta,29,https://cdn.sofifa.org/players/4/15/142784.png,Argentina,https://cdn.sofifa.org/flags/52.png,83,83,Manchester City,https://cdn.sofifa.org/teams/2/light/10.png,€12.5M,€125K,2100
99,142754,J. Mascherano,30,https://cdn.sofifa.org/players/4/15/142754.png,Argentina,https://cdn.sofifa.org/flags/52.png,83,83,FC Barcelona,https://cdn.sofifa.org/teams/2/light/241.png,€11.5M,€125K,2041
100,137186,A. Barzagli,33,https://cdn.sofifa.org/players/4/15/137186.png,Italy,https://cdn.sofifa.org/flags/27.png,83,83,Juventus,https://cdn.sofifa.org/teams/2/light/45.png,€7M,€100K,1727
101,120533,Pepe,31,https://cdn.sofifa.org/players/4/15/120533.png,Portugal,https://cdn.sofifa.org/flags/38.png,83,83,Real Madrid,https://cdn.sofifa.org/teams/2/light/243.png,€10M,€125K,1864
102,106573,Victor Valdés,32,https://cdn.sofifa.org/players/4/15/106573.png,Spain,https://cdn.sofifa.org/flags/45.png,83,83,Manchester United,https://cdn.sofifa.org/teams/2/light/11.png,€13M,€125K,1436
103,53302,D. De Rossi,30,https://cdn.sofifa.org/players/4/15/53302.png,Italy,https://cdn.sofifa.org/flags/27.png,83,83,Roma,https://cdn.sofifa.org/teams/2/light/52.png,€10.5M,€100K,2150
104,13732,J. Terry,33,https://cdn.sofifa.org/players/4/15/13732.png,England,https://cdn.sofifa.org/flags/14.png,83,83,Chelsea,https://cdn.sofifa.org/teams/2/light/5.png,€7M,€100K,1735
105,7763,A. Pirlo,35,https://cdn.sofifa.org/players/4/15/7763.png,Italy,https://cdn.sofifa.org/flags/27.png,83,83,New York City FC,https://cdn.sofifa.org/teams/2/light/112828.png,€4.4M,€35K,1976
106,1179,G. Buffon,36,https://cdn.sofifa.org/players/4/15/1179.png,Italy,https://cdn.sofifa.org/flags/27.png,83,83,Juventus,https://cdn.sofifa.org/teams/2/light/45.png,€7M,€115K,1387
107,200949,Lucas,21,https://cdn.sofifa.org/players/4/15/200949.png,Brazil,https://cdn.sofifa.org/flags/54.png,82,87,Paris Saint-Germain,https://cdn.sofifa.org/teams/2/light/73.png,€15M,€120K,2057
108,194765,A. Griezmann,23,https://cdn.sofifa.org/players/4/15/194765.png,France,https://cdn.sofifa.org/flags/18.png,82,88,Atlético Madrid,https://cdn.sofifa.org/teams/2/light/240.png,€16.5M,€135K,2040
109,193747,Koke,22,https://cdn.sofifa.org/players/4/15/193747.png,Spain,https://cdn.sofifa.org/flags/45.png,82,85,Atlético Madrid,https://cdn.sofifa.org/teams/2/light/240.png,€13.5M,€115K,2092
110,193301,A. Lacazette,23,https://cdn.sofifa.org/players/4/15/193301.png,France,https://cdn.sofifa.org/flags/18.png,82,86,Olympique Lyonnais,https://cdn.sofifa.org/teams/2/light/66.png,€16.5M,€105K,2048
111,193082,J. Cuadrado,26,https://cdn.sofifa.org/players/4/15/193082.png,Colombia,https://cdn.sofifa.org/flags/56.png,82,84,Chelsea,https://cdn.sofifa.org/teams/2/light/5.png,€18M,€155K,2101
112,192448,M. ter Stegen,22,https://cdn.sofifa.org/players/4/15/192448.png,Germany,https://cdn.sofifa.org/flags/21.png,82,86,FC Barcelona,https://cdn.sofifa.org/teams/2/light/241.png,€11.5M,€110K,1411
113,190460,C. Eriksen,22,https://cdn.sofifa.org/players/4/15/190460.png,Denmark,https://cdn.sofifa.org/flags/13.png,82,86,Tottenham Hotspur,https://cdn.sofifa.org/teams/2/light/18.png,€15M,€110K,2001
114,189358,S. Kagawa,25,https://cdn.sofifa.org/players/4/15/189358.png,Japan,https://cdn.sofifa.org/flags/163.png,82,84,Borussia Dortmund,https://cdn.sofifa.org/teams/2/light/22.png,€19M,€145K,1907
115,189242,Coutinho,22,https://cdn.sofifa.org/players/4/15/189242.png,Brazil,https://cdn.sofifa.org/flags/54.png,82,86,Liverpool,https://cdn.sofifa.org/teams/2/light/9.png,€15M,€125K,1943
116,186942,I. Gündoğan,23,https://cdn.sofifa.org/players/4/15/186942.png,Germany,https://cdn.sofifa.org/flags/21.png,82,86,Borussia Dortmund,https://cdn.sofifa.org/teams/2/light/22.png,€15M,€130K,2143
117,186561,A. Ramsey,23,https://cdn.sofifa.org/players/4/15/186561.png,Wales,https://cdn.sofifa.org/flags/50.png,82,86,Arsenal,https://cdn.sofifa.org/teams/2/light/1.png,€15M,€130K,2139
118,184881,S. Feghouli,24,https://cdn.sofifa.org/players/4/15/184881.png,Algeria,https://cdn.sofifa.org/flags/97.png,82,86,Valencia CF,https://cdn.sofifa.org/teams/2/light/461.png,€16.5M,€100K,1992
119,180403,Willian,25,https://cdn.sofifa.org/players/4/15/180403.png,Brazil,https://cdn.sofifa.org/flags/54.png,82,84,Chelsea,https://cdn.sofifa.org/teams/2/light/5.png,€17M,€125K,1996
120,179784,B. Höwedes,26,https://cdn.sofifa.org/players/4/15/179784.png,Germany,https://cdn.sofifa.org/flags/21.png,82,83,FC Schalke 04,https://cdn.sofifa.org/teams/2/light/34.png,€16M,€110K,1880
121,176769,Jonas,30,https://cdn.sofifa.org/players/4/15/176769.png,Brazil,https://cdn.sofifa.org/flags/54.png,82,82,SL Benfica,https://cdn.sofifa.org/teams/2/light/234.png,€15M,€105K,1969
122,176769,Jonas,30,https://cdn.sofifa.org/players/4/15/176769.png,Brazil,https://cdn.sofifa.org/flags/54.png,82,82,SL Benfica,https://cdn.sofifa.org/teams/2/light/234.png,€15M,€105K,1969
123,176676,Marcelo,26,https://cdn.sofifa.org/players/4/15/176676.png,Brazil,https://cdn.sofifa.org/flags/54.png,82,85,Real Madrid,https://cdn.sofifa.org/teams/2/light/243.png,€16M,€150K,2169
124,175943,D. Mertens,27,https://cdn.sofifa.org/players/4/15/175943.png,Belgium,https://cdn.sofifa.org/flags/7.png,82,85,Napoli,https://cdn.sofifa.org/teams/2/light/48.png,€18.5M,€125K,2028
125,173771,L. Piszczek,29,https://cdn.sofifa.org/players/4/15/173771.png,Poland,https://cdn.sofifa.org/flags/37.png,82,82,Borussia Dortmund,https://cdn.sofifa.org/teams/2/light/22.png,€12.5M,€115K,2136
